link,categories,date_published,date_modified,headline,short_description,full_description
www.thedailystar.net/showbiz/news/remembrance-1943953,Showbiz,2020-08-13T00:00:00+06:00,2020-08-13T00:00:00+06:00,IN REMEMBRANCE ,"A legend in the music industry, Alauddin Ali was born on 24 December 1952 at Baashbari village, which is in Munshiganj’sTongibariUpazila. ","A legend in the music industry, Alauddin Ali was born on 24 December 1952 at Baashbari village, which is in Munshiganj'sTongibariUpazila. In his lifetime, he was widely recognised for his contribution to the music industry with his songs and playbacks in Bangla movies. Alongside that, he was also a very esteemed music director and composer. He helped to bring the Bangladeshi music industry where it is today. He was awarded the 'National Film Award' on eight occasions, and it is estimated that he has given tune to around 5000 songs. On the 9th of August this year, our beloved musician passed away at 68 years of age. The songs Alauddin Ali wrote, gave tune to and directed will forever be in the hearts of Bangladeshi people. Some of his most popular songs are as follows:
 
1. Ekbar Jodi Keu Valobashto
2. Je Chilo Drishtir Shimanay
3. Prothom Bangladesh Amar Shesh Bangladesh
4. Valobasha Joto Boro
5. Dukkho Bhalobeshe Premer Khela
6. Hoy Jodi Bodnam Hok Aro
7. Achen Amar Moktar
8. Shukhe Thako O Amar Nondini
9. Surjodoye Tumi Surjasteo Tumi
10. Bondhu Tin Din Tor Barite Gelam
11. Je Tuku Somoy Tumi Thako Kache
12. Emonoto Prem Hoy
13. Sobai Bole Boyosh Bare
14. Amay Gethe Daona Mago
15. Shoto Jonomer Shopno Tumi Amar Jibone Ele
16. Keu Konodin Amare To Kotha Dilo Na
17. Pari Na Bhule Jete
18. Jonmo Theke Jolchi Mago
19. Amar Moner Vitor OnekJwala
20. Hayre Kopal Mondo Chokh Thakite Ondho"
www.thedailystar.net/sports/cricket/news/joe-root-would-love-tour-pakistan-1946913,"Sports, Cricket",2020-08-18T11:35:07+06:00,2020-08-18T11:35:07+06:00,Joe Root 'would love' to tour Pakistan ,"England captain Joe Root has said he ""would love"" to play in Pakistan but is unsure when the space could be found in a crowded schedule ahead of a planned tour in 2022.  

","England captain Joe Root has said he ""would love"" to play in Pakistan but is unsure when the space could be found in a crowded schedule ahead of a planned tour in 2022.  
England have not played in Pakistan since 2005/06. An attack by armed militants on Sri Lanka's team bus in Lahore in 2009 ended major cricket tours for a decade, with Pakistan playing the majority of their subsequent 'home' matches in the United Arab Emirates.
But Sri Lanka, Zimbabwe, West Indies and Bangladesh have all since made the trip to Pakistan.
Pakistan are 1-0 down in a three-Test series in England after a weather-affected drawn second Test at Southampton on Monday followed a three-wicket loss at Old Trafford earlier this month. 
""I'd love to go and visit Pakistan,"" Root told reporters after stumps at the Ageas Bowl in an echo of recent comments made by England coach Chris Silverwood.
""It would be a great opportunity to go and play there personally. Unfortunately, it's not my decision to make but it looks a wonderful country to go and play cricket in. 
""The wickets look nice and flat, which will be a nice change to what we have just played on here,"" the top-order batsman added.
'Emotion'
Test cricket returned to Pakistan in December, when Sri Lanka were the visitors.
""You see could see the emotion of everyone back in Pakistan when Test cricket was there at the back end of last year,"" said Root. 
""Also, speaking to a few of the players, how much it meant to them as well and they really appreciated being able to play back in Pakistan too.""
Earlier this month, Pakistan Cricket Board (PCB) chief executive Wasim Khan, voiced the hope that England could tour before 2022. 
""We'd love to have them coming over well before then for a shorter tour,"" said Khan, a Birmingham-born former batsman in English county cricket. ""It's something that we'll speak to the England and Wales Cricket Board (ECB) about.""
But Root was wary about how additional fixtures could be added to an international programme still struggling with the fallout from the coronavirus pandemic.
""We've such a busy schedule already with backlogging due to COVID, it will be interesting to see how that would work,"" he said. 
The current campaign, which sees the third Test, also at Southampton, start on Friday, follows last month's England-West Indies series that marked international cricket's return from lockdown.
Both the West Indies and Pakistan, among the poorer Test nations, have been praised for travelling to Britain, which has been hit hard by the COVID-19 outbreak, and helping spare the ECB an estimated £280 million ($366 million) loss if their scheduled matches were wiped out by the health crisis.
In order for the matches to proceed amid the virus, both sets of tourists have been restricted to onsite hotels at the Ageas Bowl and Manchester's Old Trafford in a bid to create a bio-secure bubble.
""You (England) boys owe Pakistan cricket, and the country, a lot, with the boys coming over here,"" Pakistan great Wasim Akram told Sky Sports on Sunday."
www.thedailystar.net/sports/football/news/historic-humiliation-spanish-media-flay-barca-after-bayern-debacle-1945385,"Sports, Football",2020-08-15T16:30:12+06:00,2020-08-15T16:30:12+06:00,'Historic humiliation': Spanish media flay Barca after Bayern debacle,"The Spanish media showed no mercy to Barcelona after their epic 8-2 defeat by Bayern Munich in the Champions League quarter-finals, calling for huge changes at the club after a night that will be difficult to erase from their memory.","The Spanish media showed no mercy to Barcelona after their epic 8-2 defeat by Bayern Munich in the Champions League quarter-finals, calling for huge changes at the club after a night that will be difficult to erase from their memory.
'Historic humiliation', cried the cover of Barcelona-based newspaper Sport, adding: 'A ridiculous Barca suffered its biggest defeat in Europe, ending a lamentable season without a trophy for the first time in 12 years.'
Daily Mundo Deportivo described the defeat on its cover as 'A shameful end to an era', also declaring that coach Quique Setien would be immediately sacked as coach and that president Josep Maria Bartomeu would call an election imminently.
National newspaper AS used the same headline as Sport, adding: 'The disaster against Barca opens up a crisis with far-reaching consequences at every level of the club.'
Marca used the word 'shame' on its cover, adding that Setien, who was hired in January to try and restore some style and flair to the team, had 'one foot and a half out of the door'.
Sport gave defender Nelson Semedo a rating of one out of 10 after he was tormented by Alphonso Davies in the build-up to the fifth goal scored by Joshua Kimmich. It gave Setien a rating of zero, adding: 'He cannot spend one more day in Barca's dugout.'
AS also said Setien's days at the club were numbered, adding that former Tottenham Hotspur coach Mauricio Pochettino was waiting in the wings, despite previously saying he would never coach Barca due to his loyalty to former club Espanyol."
www.thedailystar.net/sports/football/news/lautaro-dazzles-inter-demolish-shakhtar-reach-europa-league-final-1946889,"Sports, Football",2020-08-18T05:35:01+06:00,2020-08-18T05:35:01+06:00,Lautaro dazzles as Inter demolish Shakhtar to reach Europa League final,Lautaro Martinez played chief tormentor as Inter Milan claimed an emphatic 5-0 victory against Shakhtar Donetsk to reach the Europa League final and come closer to a first title in nine years on Monday.,"Lautaro Martinez played chief tormentor as Inter Milan claimed an emphatic 5-0 victory against Shakhtar Donetsk to reach the Europa League final and come closer to a first title in nine years on Monday.
Argentine striker Martinez, who scored twice, was the pinnacle of a perfect tactical display as Antonio Conte's team set up a clash with five-time champions Sevilla, also thanks to a goal by Danilo D'Ambrosio and a Romelu Lukaku brace.
Shakhtar had their share of possession but failed to threaten a compact Inter side, who eventually completely overwhelmed their opponents.
Sevilla beat Manchester United 2-1 on Sunday to book their place in Friday's showdown.
""It's an incredible night, the kind we dreamed of. It has been a long time since I had played such a match and we have shown that Inter are ready for the big matches,"" Martinez told Sky Sport Italia.
""I am very happy for the team, which is playing well and growing match after match.""
Shakhtar dominated possession as expected but were toothless up front and Inter opened the scoring with their first chance after 19 minutes.
Nicolo Barella collected a woeful clearance from goalkeeper Andriy Pyatov and raced down the right flank before crossing for Martinez, whose perfectly-timed header went into the back of the net.
Seeking their first trophy since a 2011 Coppa Italia triumph, Inter controlled Shakhtar, who pinged the ball around without being able to bring it forward before the 43rd minute, when Marcos Antonio fired a shot just over the bar.
Pyatov made up for his earlier mistake with a superb save four minutes into the second half, tipping the ball wide to deny Martinez who had attempted a fine loop from 30 metres.
Shakhtar, who had not mustered a single shot on target in the first half, still failed to threaten after the break until the 62nd minute when Junior Morales headed the ball straight at Samir Handanovic.
""We've had a great campaign in Europe but this result was a big disappointment. We couldn't show our football. Their second goal destroyed us mentally,"" said Shakhtar's Davit Khocholava.
""Inter have two fantastic strikers. It was very hard to play against them in one-on-one situations.""
Inter were just more clinical.
Two minutes later, D'Ambrosio headed home from Barella's corner to make it 2-0.
REMARKABLE MARTINEZ
Martinez curled in a perfect shot in the 74th to cap a remarkable individual performance, dashing any hope of a comeback by Shakhtar.
Martinez, who before his brace had not previously scored in the competition, then turned provider releasing Lukaku on the right for the Belgian striker to make it 4-0 from inside the box.
Lukaku has now scored in 10 consecutive Europa League matches and by producing another cool finish at the end of powerful run seven minutes from time, he is now one short of Ronaldo's mark of 34 goals in one season for Inter in 1997-98.
""We are a team that is growing day by day, there are both young and experienced players. This is fundamental in a team, so the less experienced can follow those who have more experience,"" added Martinez.
""Sevilla are a strong team. We will try to prepare as best we can for this match, we hope that everything goes well and that the Cup can go to Inter."""
www.thedailystar.net/sports/football/news/barca-count-cost-gamble-setien-1946929,"Sports, Football",2020-08-18T11:56:49+06:00,2020-08-18T11:56:49+06:00,Barca count cost of gamble on Setien,"In the wake of Barcelona's 8-2 defeat by Bayern Munich to exit the Champions League, Spanish newspaper Sport declared that coach Quique Setien could not remain at the club 'for one more day' after presiding over such a historic humiliation.","In the wake of Barcelona's 8-2 defeat by Bayern Munich to exit the Champions League, Spanish newspaper Sport declared that coach Quique Setien could not remain at the club 'for one more day' after presiding over such a historic humiliation.
The newspaper got their way as Setien was sacked on Monday, the first casualty of the Bayern bloodbath. But the fact that the 61-year-old was ever handed the keys to the Camp Nou should be regarded as one of the club's biggest ever mistakes.
In a move that seemed to sum up the club's motto of 'More than a Club', last January Barca took the surprising decision to sack Ernesto Valverde, whose side were top of La Liga at the time and had swept to back-to-back Spanish titles.
Merely winning matches and trophies, the decision seemed to suggest, was no longer deemed good enough for a club that prides itself on producing top-class entertainment on the pitch.
But after being rejected by Xavi Hernandez and Ronald Koeman, Barca landed on Setien, who had never won a trophy and bizarrely remarked in his presentation that he got the call to coach Barca while strolling among cows in the countryside.
His previous biggest job was with Real Betis, where he presided over spectacular wins against the likes of Real Madrid, Barca and AC Milan but was ultimately sacked after a poor second season which saw him face mass protests from supporters.
An engaging and often idealistic coach, Setien was chosen due to his devotion to the coaching philosophy of Barca's iconic Johan Cruyff but he quickly proved to be hopelessly behind the times as the club's gamble badly backfired.
His side often served up soporific football that was slow and ponderous and frequently failed to win the games that mattered most, something Valverde usually managed, even if the football was not always exciting.
Setien's Barca lost to Valencia and Real Madrid while drawing with Atletico Madrid, Sevilla and Celta Vigo, the latter three results coming in the final stretch of the season as they meekly surrendered the title to Real.
They did manage one outstanding performance in a 4-1 win over Villarreal but that was very much the exception that proved the rule, and another disappointment was just around the corner as the team lost 2-1 at home to Osasuna.
The usually softly-spoken and shy Lionel Messi let rip after that game, appearing to blame Setien for the team's predicament as he declared: ""Ever since January it has been all bad.""
Messi finished his tirade by declaring Barca had no hope of winning the Champions League but surely not even he could have predicted his team would be beaten so brutally by Bayern.
But perhaps Setien's disastrous performance in the Champions League should have come as no surprise.
After all, he had never taken charge of a game in Europe's top competition before leaving the serene countryside and grazing cows for the bear pit that is the Barca job."
www.thedailystar.net/sports/football/news/goaldah-girls-ray-sunshine-the-gloom-1941089,"Sports, Football",2020-08-07T00:00:00+06:00,2020-08-07T00:00:00+06:00,Goaldah girls a ray of sunshine in the gloom,"Walking towards a school field -- more like a small open space at the front of a building -- on a gloomy day with the earth muddied by incessant rainfall, this reporter was awestruck to see a bunch of school girls practising football with razor sharp focus even in such a poorly facilitated environment.

","Walking towards a school field -- more like a small open space at the front of a building -- on a gloomy day with the earth muddied by incessant rainfall, this reporter was awestruck to see a bunch of school girls practising football with razor sharp focus even in such a poorly facilitated environment.
And after standing there for a few minutes witnessing the prowess and the matured game sense portrayed by those budding footballers, it became almost certain that those young girls had a purpose in mind and playing football was much more than just a fun pastime on a rainy day.
Digging into the matter, it was learned that the 16 girls playing were from Goaldah Government Primary School, which is 20 kilometers away from Magura district. Of these 16, five are in BKSP while nine have already represented the country in different age-level tournaments.
The girls' perseverance and steely determination, playing on a small muddy ground nowhere near the standard of even a mediocre practice facility, was on display as they practiced with the level of enthusiasm resembling that of professionals in a properly appointed football ground at the highest level. And much of the credit for such eagerness goes to headmaster Provash Ranjan Devjyoti and his assistant teacher Shahidul Islam, who act as their coaches and guide them in their pursuit.  
While there is no shortcoming in their determination, lacking are their financial capabilities and a decent enough ground to help them grow. Take the case of Swarna Rani Mondol, an eighth-grader in the BKSP and an age-level goalkeeper. Those who witnessed Swarna saving two penalties in the tie-breaker to snatch victory for her team in the Bangamata Begum Fazilatunessa Mujib Gold Cup (under-17) last February at Bangabandhu Stadium, would probably not believe the hurdles Swarna had to overcome before becoming the shield for her team.   
""We very often pass our days without consuming any food. We remain unfed if my husband [a day labourer] cannot manage work. We cannot provide necessary things like books, pens and other sports materials and it also becomes very difficult to pay Tk 700 per month to BKSP as Swarna's fees,"" said Sarma Rani Mondol, Swarna's mother. 
Purnima Rani Mondol, a ninth-grader in BKSP who represented Bangladesh at the age-level in SAF Games in Kathmandu in 2019, also lives with similar financial constraints. No work, no food is the harshest reality for Purnima's family of four, headed by her father Nripen Chandra Mondol, also a day labourer.


Another BKSP ninth-grader and age-level player Ria Khatun is now faced with hanging up her boots at this nascent stage. Ria, who took part in Subrata Mukherjee Gold Cup tournament in New Delhi in 2018 and 2019 and scored a goal in the 2018 edition, has injured a ligament in her right leg while practising at the BKSP. As doctors suggested, Ria would soon be needing a Tk 1.5 lakh operation if she wants to go further in the game.
""I do not own a land of my own. I can barely make enough to feed the six of us [in his family] by working on others' land. It is impossible for me to arrange such a big amount [for Ria's treatment],"" said Ashaduzzaman, Ria's father.
Meanwhile, Anika Tanjum, the most talented of them all, is in better financial condition than the rest of the girls. Anika, as academically meritorious as she is skilful with a ball at her feet, has scored three crucial goals and led the Khulna Division (Under-17 side) to the Bangamata Begum Fazilatunessa Mujib Gold Cup title last February. The contribution of these girls has not gone unnoticed. Much like the promising girls of the famed Kalsindur village of Dhobaura upazila in Mymensingh, the Goaldah village also boasts a number of talented footballers and the Magura district sports officer acknowledged their contribution.
""These girls have given notable performances in the Under-14 and Under-17 level. I hope they will maintain the good reputation that they have built so far,"" hoped Anamika Das, district sports officer of Magura. 
And when the whole world is struggling to fight with the ongoing coronavirus pandemic with many athletes around the globe still uncertain about returning to the field, for the girls of a small village like Goaldah, playing football remains their only focus even in a not-so welcoming environment."
www.thedailystar.net/sports/football/news/barcelona-sack-setien-following-bayern-drubbing-1946777,"Sports, Football",2020-08-18T00:24:24+06:00,2020-08-18T00:24:24+06:00,"Barcelona sack Setien, call elections for March 2021","Barcelona have sacked coach Quique Setien and brought presidential elections forward to March 2021, the club said on Monday, three days after the Spanish side were hammered 8-2 by Bayern Munich in the Champions League quarter-finals.","Barcelona have sacked coach Quique Setien and brought presidential elections forward to March 2021, the club said on Monday, three days after the Spanish side were hammered 8-2 by Bayern Munich in the Champions League quarter-finals.
Setien, 61, was appointed in January after the club sacked two-time league winner Ernesto Valverde despite his side sitting top of the La Liga standings on goal difference.
But after Barca were condemned to their heaviest defeat in European competition on Friday, Setien was also sacked after only seven months in charge, after overseeing the club's first trophy-less season in 12 years.
Barca finished second in La Liga behind champions Real Madrid and were knocked out of the Copa del Rey at the quarter-final stage by Athletic Bilbao.
""This is the first decision within a wider restructuring of the first team which will be agreed between the current technical secretary and the new coach, who will be announced in the coming days,"" added Barca's statement on Setien.
According to widespread Spanish media reports, Netherlands coach and former Barca defender Ronald Koeman is set to be named as Setien's successor.
The statement, which was released more than nine hours after president Josep Maria Bartomeu and directors had begun a board meeting, also said the club's hierarchy had decided against calling an election imminently in the wake of the Bayern defeat, as many fans and influential voices had demanded.
""The board understand that an immediate call for elections is not feasible, given that the league season will begin on the weekend of September 12, 2020, and the situation arising from the COVID-19 crisis - both economically and socially,"" added the statement.
""Consequently, the club will continue to implement the plan to reverse the sporting and economic situation, based on profound changes to the first team, plus a redefined budget to deal with the new situation caused by COVID-19, before the end of the current mandate.""
As at Real Madrid, Athletic Bilbao and Osasuna, Barcelona presidents are voted for by club members.
Bartomeu won the last election, held in 2015, but is barred from running in the next round of elections as he has already served two consecutive mandates, having been named president in 2014 after the resignation of Sandro Rosell.
Victor Font is the front-runner for the election, while former president Joan Laporta has also declared his intention to run."
www.thedailystar.net/sports/news/valentino-rossi-fumes-after-escaping-horror-crash-1946909,Sports,2020-08-18T11:22:54+06:00,2020-08-18T11:22:54+06:00,Valentino Rossi fumes after escaping horror crash,"World motorcycling superstar Valentino Rossi said a rival's stray bike, travelling at around 300 km/h (187mph), almost ""killed me"" in a horrifying near-miss at the Austrian Grand Prix on Sunday.

","World motorcycling superstar Valentino Rossi said a rival's stray bike, travelling at around 300 km/h (187mph), almost ""killed me"" in a horrifying near-miss at the Austrian Grand Prix on Sunday.
The 41-year-old Italian, a nine-time world champion, was left badly shaken after Franco Morbidelli's Yamaha flew across the track just centimetres in front of him.
Morbidelli and the Ducati of Johann Zarco had collided just seconds before the riders slipped through turn four at Spielberg on lap eight of the race. Both men were unseated.
Zarco's free-wheeling Ducati also came desperately close to hitting Rossi as well as his Yamaha factory teammate Maverick Vinales who was just ahead of him.
""Morbidelli's bike nearly killed me,"" fumed Rossi. ""Even Zarco's Ducati passed a few metres over me, it was a very dangerous moment.""
Incredibly, Rossi managed to compose himself and after the race was restarted came home in fifth place. 
""I was so scared. I am shaken, resuming the race was tough. I took the biggest risk of my career,"" Rossi told Sky Italia.
""I saw a shadow, I thought it was the helicopter from above, sometimes it happens during the race that the helicopter passes over and casts a shadow. Instead, two 'bullets' arrived.
""The saint of motorcyclists today did a really great job, it was a very dangerous thing.""
Morbidelli, possibly a teammate of Rossi's next season at the Yamaha satellite team, did not mince his words.
'Like a murderer'
""Zarco is almost a murderer,"" Morbidelli told Sky Sport Italia. 
""Braking like this at 300 km/h means having little love for yourself or for those you are racing against.
""I hope this major incident makes Zarco think. It was really dangerous for me, him, for Rossi and Vinales who were up front and saw a bike coming at them at 280 per hour."""
www.thedailystar.net/star-live/news/watch-stophateforprofit-facebooks-reckoning-1944429,Star Live,2020-08-13T19:24:13+06:00,2020-08-13T19:24:13+06:00,#StopHateForProfit - Facebook's reckoning,Facebook is dealing with its largest-ever advertiser boycott as some of America’s biggest brands commit to pulling advertising from the platform in regards to its failure of policing hate speech. In recent weeks Facebook has drawn heavy criticism from both employees and lawmakers over its inaction to inflammatory posts by President Trump. ,"Facebook is dealing with its largest-ever advertiser boycott as some of America's biggest brands commit to pulling advertising from the platform in regards to its failure of policing hate speech. In recent weeks Facebook has drawn heavy criticism from both employees and lawmakers over its inaction to inflammatory posts by President Trump.
The boycott is not limited to only American companies. The messaging service Viber, with more than a billion users worldwide, announced it will be severing all ties to Facebook. Viber, owned by Japanese conglomerate Rakuten, has its largest markets in parts of Asia, Africa, and eastern Europe. Viber is going a step further and working on removing all Facebook technology from their services."
www.thedailystar.net/star-weekend/news/editors-longform-1833082,Star Weekend,2019-11-29T00:00:00+06:00,2019-11-29T00:00:00+06:00,Change is the only constant,"Eight years ago, I saw a small ad in the Friday magazine of The Daily Star which changed the course of my life—for better or worse. ","23 years and three avatars later, the Star Weekend magazine arrives upon its last ever edition. Being your Friday companion has been an education in hard work and creativity. As we face the curtain call, we offer to you one last critical look at something we care passionately about, and offer in the process an explanation as to what catalysed the last chapter of Star Weekend. This week, as we end, we talk about the future of journalism.
 
Eight years ago, I saw a small ad in the Friday magazine of The Daily Star which changed the course of my life—for better or worse. The Star, it said, was looking for a feature writer. I had never imagined myself as a writer, much less a journalist, but I was overtaken that day by a curious desire to apply for a position. I thus penned an elaborate application, justifying why the magazine was the best fit for a young anthropologist interested in making sense of and telling stories about the world. I remember writing, with great conviction, how only in the magazine one could be a storyteller, a journalist and anthropologist all at once.
Eight years of being an ‘accidental’ journalist later, I can say with certainty that I stayed in this profession because of those early days at the magazine and what it taught me about what journalism could be. It was why I took up the position of editor at Star Weekend years later, after the magazine had been reduced to a tabloid, a shadow of its former self. It is why I write, even at this penultimate hour of the final final issue of the Friday magazine (as we know it), there is hope for journalism still.  
Journalism, at its best, is a way of seeing, interpreting and interrogating the complex world that we inhabit. Yet, so often, print journalism in this country is reduced to a 500-word ‘breaking’ story with no ‘before’ and ‘after’, as if an event exists in a vacuum and can be made sense of without context, without multiplicity of voices and without any acknowledgement of our own implication in the story. At Star Weekend, we warned ourselves against such simplification—reality was nuanced, and the stories we told had to be as well.
And we weren’t interested in the kind of apolitical storytelling that is fashionable in certain elite circles in Dhaka these days—we believed in having a point of view, a pro-people, pro-worker, pro-women, pro-minorities, pro-environment, pro-democracy, pro-freedom point of view. We tried to constantly interrogate our own privileges, operating as we did within an elite English newspaper, and made conscious efforts to address our class bias in the kind of stories we did and how we did them. We tried to be ethical in our representations—of survivors of violence, of sexual and ethnic minorities, of the people who trusted us to tell their stories—and reflexive about the role of the media in perpetuating harmful stereotypes and hierarchies. We spent many a Tuesday afternoon debating the politics of an image or the usage of a vernacular—we wanted to be deliberate as well as responsible in our choices. If we faltered, as we must have, we ask today for your forgiveness.   
We were luckier perhaps than our colleagues in the newsroom who are so caught up in the aggressive cycle of breaking news and day to day events in an increasingly chaotic socio-political climate that they could easily begrudge us for the week we got to spend pursuing and honing a story. We were luckier too than our colleagues in the editorial section who have the difficult job of saying what needs to be said without actually saying it in so many words. In many ways, it was our distance from the newsroom that gave us more freedom to experiment, push the boundaries of censorship and curate a platform in which critical and politically conscious public opinion was a driving force. We weren’t always successful—constrained as we were by a lack of resources, increasing commodification of the media and intolerant state and non-state machineries—but, hey, at least we tried.
We had to deal with our fair share of criticism as well. Our issues, we were told, were not glamorous enough to attract advertisers. We wore it as a badge of honour. Among other things, it meant we had the freedom to fill up our issues with what we thought was worth informing the public about, instead of nice, glossy photos of products masked as content. Despite repeated requests, we politely (and at times not so politely) refused to succumb to PR requests. As we count down to the end, at least we can say we remained true to our ideals… and what’s so unglamorous about that?
Yet others said: no one wants to read sad things on a weekend. We did have more than our share of “sad” stories. It was, in fact, a running joke in our department—give us a happy story and we’ll make sure to find the saddest, goriest or most illegal angle in it. Then again, what could we do if the world we inhabited was a cruel one, one in which three-year-olds are raped by their uncles, stone crushers slowly die of silicosis, workers are systematically robbed of their dues and mangrove forests are sacrificed for illogical greed? We tried to balance the inevitable sadness of life under late capitalism with a dash of humour and satire, a splash of travel, and a generous serving of literary and art criticism, book reviews and cultural analysis. But we didn’t believe in the kind of feel-good journalism that has become the trend these days, especially in supplements and magazines, which provide a welcoming slate for guilt-free consumption. We wrote about the world we saw and wanted to change—we were interested in interrogating taken-for-granted structures of power, bringing to public memory what would otherwise be lost, and exploring our own complicities in sustaining the status quo. We knew our stories could never compete with Shakib Khan’s big personal family reveal, cricket hero Shakib Al Hasan’s holiday escapade or Kate Middleton’s green shalwar kameez—they needed to be told, nonetheless.
The world is changing fast, and journalism, in this country and worldwide, is struggling to catch up. In a bid to stay afloat and relevant, media houses around the world are being forced to downsize—many esteemed outlets have had to close down their print editions, many have gone out of business altogether. Even well-known and respected newspapers such The Guardian, which has an estimated 38 million unique visitors per day compared to a print circulation of just 200,000 copies, haven’t yet figured out how to make up for lost print revenues without compromising their journalistic ethics. In our part of the world, print still remains—and will remain for some time more—the staple, but newspapers are already struggling to hold on to ad revenues, failing to garner adequate revenues through its digital editions, and losing a big chunk of its advertisers to digital platforms such as Facebook. Some are beginning to downsize—The Daily Star itself is having to reduce the number of pages in print and slash its supplements in half, a move that has left many of us who started our careers in print, anxious about the future.
The newsroom is having to adapt, too. Gone are the days of 24-hour news cycles—in order to remain relevant, it now has to deliver on the hour while still curating original content for print the next day. Not only must it now compete with the numerous TV news channels airing events as they unfold in real time, but also with a proliferation of unprofessional digital platforms who simply copy-paste breaking news from mainstream sites and run sensationalised click-baits, even fake news, to boost their page views. As established media houses navigate increasingly stringent digital laws and state surveillance, such digital platforms can get away without even the most basic of verification processes.
Under the circumstances, newsrooms have no choice but to evolve. Yet the harsh truth is, evolution requires investment—investment in human resources, newer technologies and innovative ideas. It involves taking risks and experimenting with forms and platforms in ways we had never envisioned before. But as is often the case, when one is struggling to stay competitive, cost-cutting, not investment, becomes the mantra of the day. It’s a classic chicken-and-egg situation: do you survive first so you can invest later, or do you invest now so you can survive later? The route each media house takes from hereon will determine its future course.
As for Star Weekend, and why it’s closing down, there’s no simple answer. On our end, it was no longer possible to do the kind of in-depth journalism that we wanted to do within the constraints of what was forced to become an eight-page print publication (a significant portion of which was expected to be filled with advertisements to make it financially feasible). With an understaffed and resource-starved team, we too were getting frustrated about always being on the sidelines when we were doing investigative stories and in-depth analysis that we felt needed sustained funding and space within the “mainframe”. It’s not just newsrooms, but news, too, which must evolve, as consumer tastes change and become more sophisticated and global. Unlike what we initially feared (and what many still mistakenly believe), younger audiences do actually care about the news, even if they no longer want to consume it in the same form that traditional news outlets in Bangladesh have been delivering it. If we are to compete, we can no longer simply to do a 500-word story that is already yesterday’s evening news written in terse and tired language. We must provide investigative stories, incisive analysis, infographics, data stories, and innovative platforms to engage audiences. But beyond, readers increasingly want specialised content that reflect their choices and aspirations—and that includes reviews, art features, longforms, literary non-fiction, travel stories and more. It’s time for the news, in other words, to reflect more of the magazine.
This last ever issue of Star Weekend explores some of these key developments and concerns about where the industry is and where it is headed. It brings attention to layoffs in the media over the past year and contextualises them within a changing landscape. Leading editors, academics and columnists share their aspirations and frustrations about journalism as it is practiced today, under increasingly authoritarian regimes, rampant commercialisation of news, and unsustainable revenue models in the new digital era. Young readers tell us what they actually want to read—and *breaking news* it’s not true that they don’t have the attention span to read a longform article. We hope this issue provides a context, if not closure, to why we must bid you a tearful farewell.
I am filled with an indescribable grief at the thought that this team will cease to function as one, although I hope that we’ll continue to collaborate across departments and platforms as had been our dream at Star Weekend. To my team, I have too much to say and not enough space (or emotional strength) to say it: you’ve been my inspiration. You’ve been brave and tenacious, you’ve proved, time and time again, your commitments to journalism and to the public to whom we are accountable. I’ll miss the weekly meetings that never quite happened, the inevitable struggle to convince Pathao food to deliver to our office, scolding y’all for your late-ass submissions, that one glorious week of steaming coffee before we broke the coffeemachine, late-night forays into the forbidden chaad, gaggling into the evening and forgetting we had a deadline to meet, movie screenings of Mamma Mia and Hum Aapke Hain Kaun, the joy when something we thought would be censored passed the “will-we-get-arrested” test and the satisfaction of putting to bed a satisfactory issue—before midnight. I’ll miss each of your quirks and your incredible abilities—Abida, Apurbo, Chandan, Maliha, Nilima, Sarah, Zyma, and honorary staff Shaer. To those who left us, Elin, Amiya, Fayeka and Manan da, we wish you were here on this last Tuesday but at least you were spared the end. To Deb da, Emdud bhai, and Shamim bhai, thanks for burning the midnight oil with us. Aasha apa, you’ve been the fairy godmother when we wanted chocolates and hugs, and the Sicilian godfather when we needed strength and strategising. To Mahfuz bhai, thank you for allowing us to barge into your room at all hours of the day with our stories and ideas, and finally for trusting me with Star Weekend. For that, I will always be indebted.   
To all those academics and activists we bugged in the middle of the workday (and at times frantically called up on Monday or Tuesday nights!) for articles, advice, and quotes, thank you for your insights, contributions, and encouragements. It’s your strength and dedication that inspired us to keep on going when we were tired and frustrated with censorship and the general state of affairs of the country. To all those writers who made us laugh, who made us think and reflect, who made us nostalgic, who made us travel to South America and back, who made us want to pick up a long-forgotten book from a dusty shelf, who made us debate the political potential of a film by Warner Bros, we say, thank you. Thank you for making the Weekend chill out, while also engaging us in productive dialogues in the process.
To our successors, the Toggle team, we leave our valued readers in your tech-savvy hands. As the Friday magazine evolves to its next avatar, a tech lifestyle magazine, we look forward to what the future holds for our weekend(s).
It was fun—while it lasted. 
 
Sushmita S Preetha

Editor
Star Weekend"
